function,target,available,ok,n_rows,detail
last_quoted_date,SDH-200106,True,True,,
first_quoted_date,SDH-200106,True,True,,
classification_at_level,SDH-200106,True,True,,GICS L1
security_name,SDH-200106,True,True,,
price_timeseries,SDS-196905,True,True,0,empty
price_timeseries,SDS-200508,True,True,3938,pandas
index_constituent_timeseries,SDS-200508@S&P 500,True,True,3938,
last_quoted_date,SDS-200508,True,True,,
first_quoted_date,SDS-200508,True,True,,
classification_at_level,SDS-200508,True,True,,GICS L1
security_name,SDS-200508,True,True,,
price_timeseries,SE-196707,True,True,0,empty
price_timeseries,SE-201702,True,True,2566,pandas
index_constituent_timeseries,SE-201702@S&P 500,True,True,2566,
last_quoted_date,SE-201702,True,True,,
first_quoted_date,SE-201702,True,True,,
classification_at_level,SE-201702,True,True,,GICS L1
security_name,SE-201702,True,True,,
price_timeseries,SEBL-200601,True,True,2414,pandas
index_constituent_timeseries,SEBL-200601@S&P 500,True,True,2414,
last_quoted_date,SEBL-200601,True,True,,
first_quoted_date,SEBL-200601,True,True,,
classification_at_level,SEBL-200601,True,True,,GICS L1
security_name,SEBL-200601,True,True,,
price_timeseries,SED-198412,True,True,0,empty
price_timeseries,SEDG,True,True,2827,pandas
index_constituent_timeseries,SEDG@S&P 500,True,True,2827,
last_quoted_date,SEDG,True,True,,
first_quoted_date,SEDG,True,True,,
classification_at_level,SEDG,True,True,,GICS L1
security_name,SEDG,True,True,,
price_timeseries,SEE-202604,True,True,9129,pandas
index_constituent_timeseries,SEE-202604@S&P 500,True,True,9129,
last_quoted_date,SEE-202604,True,True,,
first_quoted_date,SEE-202604,True,True,,
classification_at_level,SEE-202604,True,True,,GICS L1
security_name,SEE-202604,True,True,,
price_timeseries,SEG-200011,True,True,2754,pandas
index_constituent_timeseries,SEG-200011@S&P 500,True,True,2754,
last_quoted_date,SEG-200011,True,True,,
first_quoted_date,SEG-200011,True,True,,
classification_at_level,SEG-200011,True,True,,GICS L1
security_name,SEG-200011,True,True,,
price_timeseries,SEP-195903,True,True,0,empty
price_timeseries,SFA-200602,True,True,4073,pandas
index_constituent_timeseries,SFA-200602@S&P 500,True,True,4073,
last_quoted_date,SFA-200602,True,True,,
first_quoted_date,SFA-200602,True,True,,
classification_at_level,SFA-200602,True,True,,GICS L1
security_name,SFA-200602,True,True,,
price_timeseries,SFC-196903,True,True,0,empty
price_timeseries,SFF-198312,True,True,0,empty
price_timeseries,SFN-198502,True,True,0,empty
price_timeseries,SFR-198105,True,True,0,empty
price_timeseries,SFS-200008,True,True,2647,pandas
index_constituent_timeseries,SFS-200008@S&P 500,True,True,2647,
last_quoted_date,SFS-200008,True,True,,
first_quoted_date,SFS-200008,True,True,,
classification_at_level,SFS-200008,True,True,,GICS L1
security_name,SFS-200008,True,True,,
price_timeseries,SFX-199509,True,True,1448,pandas
index_constituent_timeseries,SFX-199509@S&P 500,True,True,1448,
last_quoted_date,SFX-199509,True,True,,
first_quoted_date,SFX-199509,True,True,,
classification_at_level,SFX-199509,True,True,,GICS L1
security_name,SFX-199509,True,True,,
price_timeseries,SGIB-199005,True,True,43,pandas
index_constituent_timeseries,SGIB-199005@S&P 500,True,True,43,
last_quoted_date,SGIB-199005,True,True,,
first_quoted_date,SGIB-199005,True,True,,
classification_at_level,SGIB-199005,True,True,,GICS L1
security_name,SGIB-199005,True,True,,
price_timeseries,SGID-200610,True,True,4236,pandas
index_constituent_timeseries,SGID-200610@S&P 500,True,True,4236,
last_quoted_date,SGID-200610,True,True,,
first_quoted_date,SGID-200610,True,True,,
classification_at_level,SGID-200610,True,True,,GICS L1
security_name,SGID-200610,True,True,,
price_timeseries,SGL-198710,True,True,0,empty
price_timeseries,SGN-198509,True,True,0,empty
price_timeseries,SGP-200911,True,True,5003,pandas
index_constituent_timeseries,SGP-200911@S&P 500,True,True,5003,
last_quoted_date,SGP-200911,True,True,,
first_quoted_date,SGP-200911,True,True,,
classification_at_level,SGP-200911,True,True,,GICS L1
security_name,SGP-200911,True,True,,
price_timeseries,SH-197106,True,True,0,empty
price_timeseries,SHEL,True,True,9185,pandas
index_constituent_timeseries,SHEL@S&P 500,True,True,9185,
last_quoted_date,SHEL,True,True,,
first_quoted_date,SHEL,True,True,,
classification_at_level,SHEL,True,True,,GICS L1
security_name,SHEL,True,True,,
price_timeseries,SHL-196612,True,True,0,empty
price_timeseries,SHLDQ-202210,True,True,4909,pandas
index_constituent_timeseries,SHLDQ-202210@S&P 500,True,True,4909,
last_quoted_date,SHLDQ-202210,True,True,,
first_quoted_date,SHLDQ-202210,True,True,,
classification_at_level,SHLDQ-202210,True,True,,GICS L1
security_name,SHLDQ-202210,True,True,,
price_timeseries,SHOY-200204,True,True,3097,pandas
index_constituent_timeseries,SHOY-200204@S&P 500,True,True,3097,
last_quoted_date,SHOY-200204,True,True,,
first_quoted_date,SHOY-200204,True,True,,
classification_at_level,SHOY-200204,True,True,,GICS L1
security_name,SHOY-200204,True,True,,
price_timeseries,SHW,True,True,9185,pandas
index_constituent_timeseries,SHW@S&P 500,True,True,9185,
last_quoted_date,SHW,True,True,,
first_quoted_date,SHW,True,True,,
classification_at_level,SHW,True,True,,GICS L1
security_name,SHW,True,True,,
price_timeseries,SIAL-201511,True,True,6523,pandas
index_constituent_timeseries,SIAL-201511@S&P 500,True,True,6523,
last_quoted_date,SIAL-201511,True,True,,
first_quoted_date,SIAL-201511,True,True,,
classification_at_level,SIAL-201511,True,True,,GICS L1
security_name,SIAL-201511,True,True,,
price_timeseries,SIG,True,True,8594,pandas
index_constituent_timeseries,SIG@S&P 500,True,True,8594,
last_quoted_date,SIG,True,True,,
first_quoted_date,SIG,True,True,,
classification_at_level,SIG,True,True,,GICS L1
security_name,SIG,True,True,,
price_timeseries,SII-201008,True,True,5208,pandas
index_constituent_timeseries,SII-201008@S&P 500,True,True,5208,
last_quoted_date,SII-201008,True,True,,
first_quoted_date,SII-201008,True,True,,
classification_at_level,SII-201008,True,True,,GICS L1
security_name,SII-201008,True,True,,
price_timeseries,SIM-197901,True,True,0,empty
price_timeseries,SITC,True,True,8404,pandas
index_constituent_timeseries,SITC@S&P 500,True,True,8404,
last_quoted_date,SITC,True,True,,
first_quoted_date,SITC,True,True,,
classification_at_level,SITC,True,True,,GICS L1
security_name,SITC,True,True,,
price_timeseries,SIVBQ-202411,True,True,8746,pandas
index_constituent_timeseries,SIVBQ-202411@S&P 500,True,True,8746,
last_quoted_date,SIVBQ-202411,True,True,,
first_quoted_date,SIVBQ-202411,True,True,,
classification_at_level,SIVBQ-202411,True,True,,GICS L1
security_name,SIVBQ-202411,True,True,,
price_timeseries,SJM,True,True,9185,pandas
index_constituent_timeseries,SJM@S&P 500,True,True,9185,
last_quoted_date,SJM,True,True,,
first_quoted_date,SJM,True,True,,
classification_at_level,SJM,True,True,,GICS L1
security_name,SJM,True,True,,
price_timeseries,SJO-198108,True,True,0,empty
price_timeseries,SK-196711,True,True,0,empty
price_timeseries,SK-199805,True,True,2120,pandas
index_constituent_timeseries,SK-199805@S&P 500,True,True,2120,
last_quoted_date,SK-199805,True,True,,
first_quoted_date,SK-199805,True,True,,
classification_at_level,SK-199805,True,True,,GICS L1
security_name,SK-199805,True,True,,
price_timeseries,SK-200006,True,True,2637,pandas
index_constituent_timeseries,SK-200006@S&P 500,True,True,2637,
last_quoted_date,SK-200006,True,True,,
first_quoted_date,SK-200006,True,True,,
classification_at_level,SK-200006,True,True,,GICS L1
security_name,SK-200006,True,True,,
price_timeseries,SKB-198907,True,True,0,empty
price_timeseries,SKE-196107,True,True,0,empty
price_timeseries,SKY,True,True,9181,pandas
index_constituent_timeseries,SKY@S&P 500,True,True,9181,
last_quoted_date,SKY,True,True,,
first_quoted_date,SKY,True,True,,
classification_at_level,SKY,True,True,,GICS L1
security_name,SKY,True,True,,
price_timeseries,SLB,True,True,9185,pandas
index_constituent_timeseries,SLB@S&P 500,True,True,9185,
last_quoted_date,SLB,True,True,,
first_quoted_date,SLB,True,True,,
classification_at_level,SLB,True,True,,GICS L1
security_name,SLB,True,True,,
price_timeseries,SLC-198712,True,True,0,empty
price_timeseries,SLG,True,True,7257,pandas
index_constituent_timeseries,SLG@S&P 500,True,True,7257,
last_quoted_date,SLG,True,True,,
first_quoted_date,SLG,True,True,,
classification_at_level,SLG,True,True,,GICS L1
security_name,SLG,True,True,,
price_timeseries,SLM,True,True,9185,pandas
index_constituent_timeseries,SLM@S&P 500,True,True,9185,
last_quoted_date,SLM,True,True,,
first_quoted_date,SLM,True,True,,
classification_at_level,SLM,True,True,,GICS L1
security_name,SLM,True,True,,
price_timeseries,SLR-200710,True,True,4474,pandas
index_constituent_timeseries,SLR-200710@S&P 500,True,True,4474,
last_quoted_date,SLR-200710,True,True,,
first_quoted_date,SLR-200710,True,True,,
classification_at_level,SLR-200710,True,True,,GICS L1
security_name,SLR-200710,True,True,,
price_timeseries,SLZ-198206,True,True,0,empty
price_timeseries,SM-196510,True,True,0,empty
price_timeseries,SMB-198112,True,True,0,empty
price_timeseries,SMCI,True,True,4839,pandas
index_constituent_timeseries,SMCI@S&P 500,True,True,4839,
last_quoted_date,SMCI,True,True,,
first_quoted_date,SMCI,True,True,,
classification_at_level,SMCI,True,True,,GICS L1
security_name,SMCI,True,True,,
price_timeseries,SMF-198804,True,True,0,empty
price_timeseries,SMI-200109,True,True,2951,pandas
index_constituent_timeseries,SMI-200109@S&P 500,True,True,2951,
last_quoted_date,SMI-200109,True,True,,
first_quoted_date,SMI-200109,True,True,,
classification_at_level,SMI-200109,True,True,,GICS L1
security_name,SMI-200109,True,True,,
price_timeseries,SMS-200007,True,True,2656,pandas
index_constituent_timeseries,SMS-200007@S&P 500,True,True,2656,
last_quoted_date,SMS-200007,True,True,,
first_quoted_date,SMS-200007,True,True,,
classification_at_level,SMS-200007,True,True,,GICS L1
security_name,SMS-200007,True,True,,
price_timeseries,SNA,True,True,9185,pandas
index_constituent_timeseries,SNA@S&P 500,True,True,9185,
last_quoted_date,SNA,True,True,,
first_quoted_date,SNA,True,True,,
classification_at_level,SNA,True,True,,GICS L1
security_name,SNA,True,True,,
price_timeseries,SNC-199511,True,True,1497,pandas
index_constituent_timeseries,SNC-199511@S&P 500,True,True,1497,
last_quoted_date,SNC-199511,True,True,,
first_quoted_date,SNC-199511,True,True,,
classification_at_level,SNC-199511,True,True,,GICS L1
security_name,SNC-199511,True,True,,
price_timeseries,SNDK,True,True,340,pandas
index_constituent_timeseries,SNDK@S&P 500,True,True,340,
last_quoted_date,SNDK,True,True,,
first_quoted_date,SNDK,True,True,,
classification_at_level,SNDK,True,True,,GICS L1
security_name,SNDK,True,True,,
price_timeseries,SNDK-201605,True,True,5162,pandas
index_constituent_timeseries,SNDK-201605@S&P 500,True,True,5162,
last_quoted_date,SNDK-201605,True,True,,
first_quoted_date,SNDK-201605,True,True,,
classification_at_level,SNDK-201605,True,True,,GICS L1
security_name,SNDK-201605,True,True,,
price_timeseries,SNI-201803,True,True,2450,pandas
index_constituent_timeseries,SNI-201803@S&P 500,True,True,2450,
last_quoted_date,SNI-201803,True,True,,
first_quoted_date,SNI-201803,True,True,,
classification_at_level,SNI-201803,True,True,,GICS L1
security_name,SNI-201803,True,True,,
price_timeseries,SNPS,True,True,8641,pandas
index_constituent_timeseries,SNPS@S&P 500,True,True,8641,
last_quoted_date,SNPS,True,True,,
first_quoted_date,SNPS,True,True,,
classification_at_level,SNPS,True,True,,GICS L1
security_name,SNPS,True,True,,
price_timeseries,SNSTA-201201,True,True,2510,pandas
index_constituent_timeseries,SNSTA-201201@S&P 500,True,True,2510,
last_quoted_date,SNSTA-201201,True,True,,
first_quoted_date,SNSTA-201201,True,True,,
classification_at_level,SNSTA-201201,True,True,,GICS L1
security_name,SNSTA-201201,True,True,,
price_timeseries,SNT-199910,True,True,2481,pandas
index_constituent_timeseries,SNT-199910@S&P 500,True,True,2481,
last_quoted_date,SNT-199910,True,True,,
first_quoted_date,SNT-199910,True,True,,
classification_at_level,SNT-199910,True,True,,GICS L1
security_name,SNT-199910,True,True,,
price_timeseries,SNV-202512,True,True,9067,pandas
index_constituent_timeseries,SNV-202512@S&P 500,True,True,9067,
last_quoted_date,SNV-202512,True,True,,
first_quoted_date,SNV-202512,True,True,,
classification_at_level,SNV-202512,True,True,,GICS L1
security_name,SNV-202512,True,True,,
price_timeseries,SO,True,True,9185,pandas
index_constituent_timeseries,SO@S&P 500,True,True,9185,
last_quoted_date,SO,True,True,,
first_quoted_date,SO,True,True,,
classification_at_level,SO,True,True,,GICS L1
security_name,SO,True,True,,
price_timeseries,SOC-198409,True,True,0,empty
price_timeseries,SOLS,True,True,169,pandas
index_constituent_timeseries,SOLS@S&P 500,True,True,169,
last_quoted_date,SOLS,True,True,,
first_quoted_date,SOLS,True,True,,
classification_at_level,SOLS,True,True,,GICS L1
security_name,SOLS,True,True,,
price_timeseries,SOLV,True,True,562,pandas
index_constituent_timeseries,SOLV@S&P 500,True,True,562,
last_quoted_date,SOLV,True,True,,
first_quoted_date,SOLV,True,True,,
classification_at_level,SOLV,True,True,,GICS L1
security_name,SOLV,True,True,,
price_timeseries,SOO-199001,True,True,16,pandas
index_constituent_timeseries,SOO-199001@S&P 500,True,True,16,
last_quoted_date,SOO-199001,True,True,,
first_quoted_date,SOO-199001,True,True,,
classification_at_level,SOO-199001,True,True,,GICS L1
security_name,SOO-199001,True,True,,
price_timeseries,SOTR-200410,True,True,3741,pandas
index_constituent_timeseries,SOTR-200410@S&P 500,True,True,3741,
last_quoted_date,SOTR-200410,True,True,,
first_quoted_date,SOTR-200410,True,True,,
classification_at_level,SOTR-200410,True,True,,GICS L1
security_name,SOTR-200410,True,True,,
price_timeseries,SOV-199008,True,True,170,pandas
index_constituent_timeseries,SOV-199008@S&P 500,True,True,170,
last_quoted_date,SOV-199008,True,True,,
first_quoted_date,SOV-199008,True,True,,
classification_at_level,SOV-199008,True,True,,GICS L1
classification,SOV-199008,True,True,,GICS flat fallback
security_name,SOV-199008,True,True,,
price_timeseries,SOV-200901,True,True,4727,pandas
index_constituent_timeseries,SOV-200901@S&P 500,True,True,4727,
last_quoted_date,SOV-200901,True,True,,
first_quoted_date,SOV-200901,True,True,,
classification_at_level,SOV-200901,True,True,,GICS L1
security_name,SOV-200901,True,True,,
price_timeseries,SPC-199204,True,True,583,pandas
index_constituent_timeseries,SPC-199204@S&P 500,True,True,583,
last_quoted_date,SPC-199204,True,True,,
first_quoted_date,SPC-199204,True,True,,
classification_at_level,SPC-199204,True,True,,GICS L1
security_name,SPC-199204,True,True,,
price_timeseries,SPG,True,True,8185,pandas
index_constituent_timeseries,SPG@S&P 500,True,True,8185,
last_quoted_date,SPG,True,True,,
first_quoted_date,SPG,True,True,,
classification_at_level,SPG,True,True,,GICS L1
security_name,SPG,True,True,,
price_timeseries,SPGI,True,True,9185,pandas
index_constituent_timeseries,SPGI@S&P 500,True,True,9185,
last_quoted_date,SPGI,True,True,,
first_quoted_date,SPGI,True,True,,
classification_at_level,SPGI,True,True,,GICS L1
security_name,SPGI,True,True,,
price_timeseries,SPK-197010,True,True,0,empty
price_timeseries,SPLS-201709,True,True,6980,pandas
index_constituent_timeseries,SPLS-201709@S&P 500,True,True,6980,
last_quoted_date,SPLS-201709,True,True,,
first_quoted_date,SPLS-201709,True,True,,
classification_at_level,SPLS-201709,True,True,,GICS L1
security_name,SPLS-201709,True,True,,
price_timeseries,SPP-199512,True,True,1505,pandas
index_constituent_timeseries,SPP-199512@S&P 500,True,True,1505,
last_quoted_date,SPP-199512,True,True,,
first_quoted_date,SPP-199512,True,True,,
classification_at_level,SPP-199512,True,True,,GICS L1
security_name,SPP-199512,True,True,,
price_timeseries,SPXC,True,True,9185,pandas
index_constituent_timeseries,SPXC@S&P 500,True,True,9185,
last_quoted_date,SPXC,True,True,,
first_quoted_date,SPXC,True,True,,
classification_at_level,SPXC,True,True,,GICS L1
security_name,SPXC,True,True,,
price_timeseries,SQB-198910,True,True,0,empty
price_timeseries,SQD-199105,True,True,355,pandas
index_constituent_timeseries,SQD-199105@S&P 500,True,True,355,
last_quoted_date,SQD-199105,True,True,,
first_quoted_date,SQD-199105,True,True,,
classification_at_level,SQD-199105,True,True,,GICS L1
security_name,SQD-199105,True,True,,
price_timeseries,SR,True,True,9181,pandas
index_constituent_timeseries,SR@S&P 500,True,True,9181,
last_quoted_date,SR,True,True,,
first_quoted_date,SR,True,True,,
classification_at_level,SR,True,True,,GICS L1
security_name,SR,True,True,,
price_timeseries,SR-198206,True,True,0,empty
price_timeseries,SRCL-202411,True,True,7082,pandas
index_constituent_timeseries,SRCL-202411@S&P 500,True,True,7082,
last_quoted_date,SRCL-202411,True,True,,
first_quoted_date,SRCL-202411,True,True,,
classification_at_level,SRCL-202411,True,True,,GICS L1
security_name,SRCL-202411,True,True,,
price_timeseries,SRD-198706,True,True,0,empty
price_timeseries,SRE,True,True,7039,pandas
index_constituent_timeseries,SRE@S&P 500,True,True,7039,
last_quoted_date,SRE,True,True,,
first_quoted_date,SRE,True,True,,
classification_at_level,SRE,True,True,,GICS L1
security_name,SRE,True,True,,
price_timeseries,SRL-198509,True,True,0,empty
price_timeseries,SRR-200708,True,True,4445,pandas
index_constituent_timeseries,SRR-200708@S&P 500,True,True,4445,
last_quoted_date,SRR-200708,True,True,,
first_quoted_date,SRR-200708,True,True,,
classification_at_level,SRR-200708,True,True,,GICS L1
security_name,SRR-200708,True,True,,
price_timeseries,SRT-198411,True,True,0,empty
price_timeseries,SRY-197704,True,True,0,empty
price_timeseries,SSP,True,True,9178,pandas
index_constituent_timeseries,SSP@S&P 500,True,True,9178,
last_quoted_date,SSP,True,True,,
first_quoted_date,SSP,True,True,,
classification_at_level,SSP,True,True,,GICS L1
security_name,SSP,True,True,,
price_timeseries,ST-197202,True,True,0,empty
price_timeseries,STA-198806,True,True,0,empty
price_timeseries,STE,True,True,8575,pandas
index_constituent_timeseries,STE@S&P 500,True,True,8575,
last_quoted_date,STE,True,True,,
first_quoted_date,STE,True,True,,
classification_at_level,STE,True,True,,GICS L1
security_name,STE,True,True,,
price_timeseries,STF-198503,True,True,0,empty
price_timeseries,STI-201912,True,True,7543,pandas
index_constituent_timeseries,STI-201912@S&P 500,True,True,7543,
last_quoted_date,STI-201912,True,True,,
first_quoted_date,STI-201912,True,True,,
classification_at_level,STI-201912,True,True,,GICS L1
security_name,STI-201912,True,True,,
price_timeseries,STJ-201701,True,True,6807,pandas
index_constituent_timeseries,STJ-201701@S&P 500,True,True,6807,
last_quoted_date,STJ-201701,True,True,,
first_quoted_date,STJ-201701,True,True,,
classification_at_level,STJ-201701,True,True,,GICS L1
security_name,STJ-201701,True,True,,
price_timeseries,STK-200508,True,True,3952,pandas
index_constituent_timeseries,STK-200508@S&P 500,True,True,3952,
last_quoted_date,STK-200508,True,True,,
first_quoted_date,STK-200508,True,True,,
classification_at_level,STK-200508,True,True,,GICS L1
classification,STK-200508,True,True,,GICS flat fallback
security_name,STK-200508,True,True,,
price_timeseries,STLD,True,True,7440,pandas
index_constituent_timeseries,STLD@S&P 500,True,True,7440,
last_quoted_date,STLD,True,True,,
first_quoted_date,STLD,True,True,,
classification_at_level,STLD,True,True,,GICS L1
security_name,STLD,True,True,,
price_timeseries,STN-198806,True,True,0,empty
price_timeseries,STO-199811,True,True,2246,pandas
index_constituent_timeseries,STO-199811@S&P 500,True,True,2246,
last_quoted_date,STO-199811,True,True,,
first_quoted_date,STO-199811,True,True,,
classification_at_level,STO-199811,True,True,,GICS L1
security_name,STO-199811,True,True,,
price_timeseries,STR-201609,True,True,6732,pandas
index_constituent_timeseries,STR-201609@S&P 500,True,True,6732,
last_quoted_date,STR-201609,True,True,,
first_quoted_date,STR-201609,True,True,,
classification_at_level,STR-201609,True,True,,GICS L1
security_name,STR-201609,True,True,,
price_timeseries,STT,True,True,9185,pandas
index_constituent_timeseries,STT@S&P 500,True,True,9185,
last_quoted_date,STT,True,True,,
first_quoted_date,STT,True,True,,
classification_at_level,STT,True,True,,GICS L1
security_name,STT,True,True,,
price_timeseries,STX,True,True,5919,pandas
index_constituent_timeseries,STX@S&P 500,True,True,5919,
last_quoted_date,STX,True,True,,
first_quoted_date,STX,True,True,,
classification_at_level,STX,True,True,,GICS L1
security_name,STX,True,True,,
price_timeseries,STY-198802,True,True,0,empty
price_timeseries,STZ,True,True,9091,pandas
index_constituent_timeseries,STZ@S&P 500,True,True,9091,
last_quoted_date,STZ,True,True,,
first_quoted_date,STZ,True,True,,
classification_at_level,STZ,True,True,,GICS L1
security_name,STZ,True,True,,
price_timeseries,SUB-200102,True,True,2820,pandas
index_constituent_timeseries,SUB-200102@S&P 500,True,True,2820,
last_quoted_date,SUB-200102,True,True,,
first_quoted_date,SUB-200102,True,True,,
classification_at_level,SUB-200102,True,True,,GICS L1
security_name,SUB-200102,True,True,,
price_timeseries,SUN-201210,True,True,5739,pandas
index_constituent_timeseries,SUN-201210@S&P 500,True,True,5739,
last_quoted_date,SUN-201210,True,True,,
first_quoted_date,SUN-201210,True,True,,
classification_at_level,SUN-201210,True,True,,GICS L1
security_name,SUN-201210,True,True,,
price_timeseries,SUNEQ-201712,True,True,5658,pandas
index_constituent_timeseries,SUNEQ-201712@S&P 500,True,True,5658,
last_quoted_date,SUNEQ-201712,True,True,,
first_quoted_date,SUNEQ-201712,True,True,,
classification_at_level,SUNEQ-201712,True,True,,GICS L1
security_name,SUNEQ-201712,True,True,,
price_timeseries,SUO-198506,True,True,0,empty
price_timeseries,SUS-196605,True,True,0,empty
price_timeseries,SVC-198308,True,True,0,empty
price_timeseries,SVM-197901,True,True,0,empty
price_timeseries,SVU-201810,True,True,7259,pandas
index_constituent_timeseries,SVU-201810@S&P 500,True,True,7259,
last_quoted_date,SVU-201810,True,True,,
first_quoted_date,SVU-201810,True,True,,
classification_at_level,SVU-201810,True,True,,GICS L1
security_name,SVU-201810,True,True,,
price_timeseries,SW,True,True,1633,pandas
index_constituent_timeseries,SW@S&P 500,True,True,1633,
last_quoted_date,SW,True,True,,
first_quoted_date,SW,True,True,,
classification_at_level,SW,True,True,,GICS L1
security_name,SW,True,True,,
price_timeseries,SWK,True,True,9185,pandas
index_constituent_timeseries,SWK@S&P 500,True,True,9185,
last_quoted_date,SWK,True,True,,
first_quoted_date,SWK,True,True,,
classification_at_level,SWK,True,True,,GICS L1
security_name,SWK,True,True,,
price_timeseries,SWKS,True,True,9121,pandas
index_constituent_timeseries,SWKS@S&P 500,True,True,9121,
last_quoted_date,SWKS,True,True,,
first_quoted_date,SWKS,True,True,,
classification_at_level,SWKS,True,True,,GICS L1
security_name,SWKS,True,True,,
price_timeseries,SWN-202409,True,True,8751,pandas
index_constituent_timeseries,SWN-202409@S&P 500,True,True,8751,
last_quoted_date,SWN-202409,True,True,,
first_quoted_date,SWN-202409,True,True,,
classification_at_level,SWN-202409,True,True,,GICS L1
security_name,SWN-202409,True,True,,
price_timeseries,SWY-201501,True,True,6240,pandas
index_constituent_timeseries,SWY-201501@S&P 500,True,True,6240,
last_quoted_date,SWY-201501,True,True,,
first_quoted_date,SWY-201501,True,True,,
classification_at_level,SWY-201501,True,True,,GICS L1
security_name,SWY-201501,True,True,,
price_timeseries,SX-198312,True,True,0,empty
price_timeseries,SXCL-201702,True,True,6677,pandas
index_constituent_timeseries,SXCL-201702@S&P 500,True,True,6677,
last_quoted_date,SXCL-201702,True,True,,
first_quoted_date,SXCL-201702,True,True,,
classification_at_level,SXCL-201702,True,True,,GICS L1
security_name,SXCL-201702,True,True,,
price_timeseries,SY-198609,True,True,0,empty
price_timeseries,SYF,True,True,2991,pandas
index_constituent_timeseries,SYF@S&P 500,True,True,2991,
last_quoted_date,SYF,True,True,,
first_quoted_date,SYF,True,True,,
classification_at_level,SYF,True,True,,GICS L1
security_name,SYF,True,True,,
price_timeseries,SYK,True,True,9185,pandas
index_constituent_timeseries,SYK@S&P 500,True,True,9185,
last_quoted_date,SYK,True,True,,
first_quoted_date,SYK,True,True,,
classification_at_level,SYK,True,True,,GICS L1
security_name,SYK,True,True,,
price_timeseries,SYN-199410,True,True,1222,pandas
index_constituent_timeseries,SYN-199410@S&P 500,True,True,1222,
last_quoted_date,SYN-199410,True,True,,
first_quoted_date,SYN-199410,True,True,,
classification_at_level,SYN-199410,True,True,,GICS L1
security_name,SYN-199410,True,True,,
price_timeseries,SYY,True,True,9185,pandas
index_constituent_timeseries,SYY@S&P 500,True,True,9185,
last_quoted_date,SYY,True,True,,
first_quoted_date,SYY,True,True,,
classification_at_level,SYY,True,True,,GICS L1
security_name,SYY,True,True,,
price_timeseries,SZ-196804,True,True,0,empty
price_timeseries,T,True,True,9185,pandas
index_constituent_timeseries,T@S&P 500,True,True,9185,
last_quoted_date,T,True,True,,
first_quoted_date,T,True,True,,
classification_at_level,T,True,True,,GICS L1
security_name,T,True,True,,
price_timeseries,T-200511,True,True,4008,pandas
index_constituent_timeseries,T-200511@S&P 500,True,True,4008,
last_quoted_date,T-200511,True,True,,
first_quoted_date,T-200511,True,True,,
classification_at_level,T-200511,True,True,,GICS L1
security_name,T-200511,True,True,,
price_timeseries,TA-199907,True,True,2414,pandas
index_constituent_timeseries,TA-199907@S&P 500,True,True,2414,
last_quoted_date,TA-199907,True,True,,
first_quoted_date,TA-199907,True,True,,
classification_at_level,TA-199907,True,True,,GICS L1
security_name,TA-199907,True,True,,
price_timeseries,TAP,True,True,9185,pandas
index_constituent_timeseries,TAP@S&P 500,True,True,9185,
last_quoted_date,TAP,True,True,,
first_quoted_date,TAP,True,True,,
classification_at_level,TAP,True,True,,GICS L1
security_name,TAP,True,True,,
price_timeseries,TAP.B-200404,True,True,417,pandas
index_constituent_timeseries,TAP.B-200404@S&P 500,True,True,417,
last_quoted_date,TAP.B-200404,True,True,,
first_quoted_date,TAP.B-200404,True,True,,
classification_at_level,TAP.B-200404,True,True,,GICS L1
security_name,TAP.B-200404,True,True,,
price_timeseries,TCB-198704,True,True,0,empty
price_timeseries,TCC-196306,True,True,0,empty
price_timeseries,TCOMA-199903,True,True,2321,pandas
index_constituent_timeseries,TCOMA-199903@S&P 500,True,True,2321,
last_quoted_date,TCOMA-199903,True,True,,
first_quoted_date,TCOMA-199903,True,True,,
classification_at_level,TCOMA-199903,True,True,,GICS L1
security_name,TCOMA-199903,True,True,,
price_timeseries,TDC,True,True,4724,pandas
index_constituent_timeseries,TDC@S&P 500,True,True,4724,
last_quoted_date,TDC,True,True,,
first_quoted_date,TDC,True,True,,
classification_at_level,TDC,True,True,,GICS L1
security_name,TDC,True,True,,
price_timeseries,TDG,True,True,5100,pandas
index_constituent_timeseries,TDG@S&P 500,True,True,5100,
last_quoted_date,TDG,True,True,,
first_quoted_date,TDG,True,True,,
classification_at_level,TDG,True,True,,GICS L1
security_name,TDG,True,True,,
price_timeseries,TDM-199708,True,True,1939,pandas
index_constituent_timeseries,TDM-199708@S&P 500,True,True,1939,
last_quoted_date,TDM-199708,True,True,,
first_quoted_date,TDM-199708,True,True,,
classification_at_level,TDM-199708,True,True,,GICS L1
security_name,TDM-199708,True,True,,
price_timeseries,TDY,True,True,6684,pandas
index_constituent_timeseries,TDY@S&P 500,True,True,6684,
last_quoted_date,TDY,True,True,,
first_quoted_date,TDY,True,True,,
classification_at_level,TDY,True,True,,GICS L1
security_name,TDY,True,True,,
price_timeseries,TE-201606,True,True,6678,pandas
index_constituent_timeseries,TE-201606@S&P 500,True,True,6678,
last_quoted_date,TE-201606,True,True,,
first_quoted_date,TE-201606,True,True,,
classification_at_level,TE-201606,True,True,,GICS L1
security_name,TE-201606,True,True,,
price_timeseries,TECH,True,True,9182,pandas
index_constituent_timeseries,TECH@S&P 500,True,True,9182,
last_quoted_date,TECH,True,True,,
first_quoted_date,TECH,True,True,,
